participante,ImageName,score,saliency_coverage,stationary_entropy,gaze_points_count
5,9,4.0,11.096666666666668,16.689589673345452,437
5,14,4.0,9.6525,16.539322105923688,428
5,16,3.0,13.965833333333332,17.021861594201397,451
5,20,3.0,4.414375000000001,16.20434002383478,443
5,21,6.0,4.606458333333333,16.677170199071288,420
5,27,4.0,13.673541666666667,16.929305666034146,451
5,30,8.0,12.111458333333333,17.119296623897405,433
5,32,4.0,7.115416666666667,16.544404599605194,450
5,36,3.0,8.13125,16.674853003829437,439
5,37,9.0,15.032291666666667,17.03948997242548,430
5,38,1.0,10.3875,16.873204320903167,451
5,39,8.0,9.389375,16.737714052739193,449
5,42,3.0,13.351041666666665,16.782741086428647,451
5,51,6.0,5.0216666666666665,16.77903648534633,451
5,53,4.0,13.917291666666667,16.92231981217248,450
5,56,7.0,9.796249999999999,16.82223325732916,451
5,61,8.0,5.133541666666667,16.72563573543931,450
5,63,4.0,10.743333333333334,16.977709769037556,399
5,64,4.0,10.762708333333332,16.596918333062078,450
5,69,3.0,2.245,16.897738916896436,430
5,71,5.0,9.63875,16.630661114463354,450
5,72,4.0,9.509583333333333,16.729872926869024,451
5,74,2.0,5.581458333333334,16.820423510254923,430
5,78,3.0,2.4314583333333335,15.806363816858997,450
5,79,4.0,6.554791666666667,16.369947412604862,445
5,81,7.0,11.4725,16.957831949580143,451
5,82,4.0,12.715000000000002,17.125879936558658,451
5,86,3.0,1.6433333333333335,16.261313687501048,451
5,87,3.0,8.864791666666667,16.384735554922806,450
5,88,6.0,4.664375,15.96725725826562,451
5,93,4.0,13.484375000000002,16.7764926290995,450
5,96,5.0,7.812916666666666,16.70018075936508,442
5,98,8.0,5.579583333333334,15.943536240220254,451
5,99,5.0,12.090833333333334,17.12547967055143,451
5,103,4.0,10.400208333333333,16.716649624332373,450
5,110,6.0,14.117083333333333,16.755138676291867,450
5,114,2.0,13.191041666666667,16.95519840401244,450
5,119,8.0,9.796249999999999,17.017969203191058,437
5,123,7.0,8.823125,17.094584181773286,425
5,125,5.0,9.137291666666666,16.410423886072454,418
5,129,7.0,10.426666666666666,16.62661108545428,441
5,140,5.0,11.154166666666667,17.08075306067406,446
5,144,4.0,8.448958333333334,16.422558645248866,451
5,146,6.0,4.969166666666667,16.234430567402587,451
5,147,3.0,2.327916666666667,16.116186686960287,450
5,148,9.0,9.253958333333333,16.90206138732318,450
5,149,4.0,5.465625,16.382287344401195,451
6,1,4.0,6.404999999999999,16.336556136902495,433
6,3,7.0,7.304166666666667,16.59281926648272,450
6,4,7.0,7.26875,16.399527886479916,451
6,5,8.0,2.495,16.06207723156314,451
6,6,3.0,2.7331250000000002,16.20963872562253,450
6,10,4.0,5.6222916666666665,15.721730593449884,450
6,12,5.0,4.199583333333334,15.900982264113681,450
